0,0.15,8783
0,0.4,9248
0,0.65,9713
0,0.15,12503
0,0.4,12968
0,0.65,13433
0,0.15,16223
0,0.65,16688
0,0.4,17153
0,0.65,19943
0,0.15,20408
0,0.4,20873
0,0.4,23663
0,0.4,24128
0,0.4,24593
0,0.15,27383
0,0.4,27848
0,0.65,28313
0,0.65,31103
0,0.4,31568
0,0.15,32033
0,0.4,34823
0,0.4,35288
0,0.4,35753
1,0.7,40287,41218
1,0.36875,41682,42148
0,0.4,44007
0,0.4,44472
0,0.4,44937
1,0.1828125,47727,48658
1,0.4,49587,50518
0,0.4,51447
0,0.4,51912
0,0.4,52377
0,0.15,55167
0,0.4,55632
0,0.65,56097
0,0.4,57027
0,0.4,57492
0,0.4,57957
0,0.5,58887
0,0.3,59352
0,0.4,59817
0,0.65,60747
0,0.4,61212
0,0.15,61677
0,0.15,63072
0,0.4,63537
0,0.65,64002
0,0.65,64467
0,0.4,64932
0,0.15,65397
0,0.25,68187
0,0.4,68652
0,0.55,69117
0,0.25,71907
0,0.4,72372
0,0.55,72837
1,0.178125,76092,82603
1,0.4,83532,90043
0,0.4,90507
0,0.4,90972
0,0.4,91437
0,0.4,94285
0,0.4,94750
0,0.4,95215
0,0.4,98005
0,0.4,98470
0,0.4,98935
0,0.4,101725
0,0.4,102190
0,0.4,102655
0,0.4,104515
0,0.2,107305
0,0.6,108235
0,0.35,109165
0,0.45,110095
0,0.4,111025
0,0.4,111490
0,0.4,111955
0,0.2,114745
0,0.6,115675
0,0.35,116605
0,0.45,117535
0,0.4,118465
0,0.4,118930
0,0.4,119395
0,0.5,122185
0,0.3,122650
0,0.3,123115
0,0.5,124045
0,0.5,124510
0,0.3,124975
0,0.3,125905
0,0.5,126370
0,0.4,126835
0,0.4,127823
0,0.4,128288
0,0.4,128753
0,0.4,130149
0,0.4,130382
0,0.4,130614
0,0.25,131544
0,0.55,132009
0,0.4,132474
0,0.4,133868
0,0.4,134101
0,0.4,134333
0,0.4,135263
0,0.4,135728
0,0.4,136193
0,0.4,137588
0,0.4,137821
0,0.4,138053
0,0.5,138925
0,0.4,139390
0,0.3,139855
0,0.45,140960
0,0.35,141192
0,0.45,141425
0,0.35,141657
1,0.1921875,143110,149621
0,0.35,157526
0,0.45,157991
0,0.35,158456
0,0.45,158921
0,0.4,160316
0,0.4,160781
0,0.4,161246
0,0.4,161944
0,0.4,162176
0,0.55,163106
0,0.25,164036
0,0.3,164966
0,0.4,165431
0,0.5,165896
0,0.6,166361
0,0.4,176126
0,0.4,177986
0,0.4,179846
